,High,Low,Open,Close,Volume,Adj Close,Date,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents
578,179.25,175.07000732421875,176.14999389648438,179.10000610351562,34386800.0,172.64791870117188,2018-01-17,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
579,180.10000610351562,178.25,179.3699951171875,179.25999450683594,31193400.0,172.80213928222656,2018-01-18,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
580,179.5800018310547,177.41000366210938,178.61000061035156,178.4600067138672,32425100.0,172.03097534179688,2018-01-19,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
581,177.77999877929688,176.60000610351562,177.3000030517578,177.0,27108600.0,170.6235809326172,2018-01-22,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
582,179.44000244140625,176.82000732421875,177.3000030517578,177.0399932861328,32689100.0,170.66209411621094,2018-01-23,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
583,177.3000030517578,173.1999969482422,177.25,174.22000122070312,51105100.0,167.9437255859375,2018-01-24,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
584,174.9499969482422,170.52999877929688,174.50999450683594,171.11000061035156,41529000.0,164.94573974609375,2018-01-25,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
585,172.0,170.05999755859375,172.0,171.50999450683594,39143000.0,165.33131408691406,2018-01-26,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
586,170.16000366210938,167.07000732421875,170.16000366210938,167.9600067138672,50640400.0,161.9092254638672,2018-01-29,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
587,167.3699951171875,164.6999969482422,165.52999877929688,166.97000122070312,46048200.0,160.95489501953125,2018-01-30,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
588,168.44000244140625,166.5,166.8699951171875,167.42999267578125,32478900.0,161.3983154296875,2018-01-31,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
589,168.6199951171875,166.75999450683594,167.1699981689453,167.77999877929688,47230800.0,161.7357177734375,2018-02-01,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
590,166.8000030517578,160.10000610351562,166.0,160.5,86593800.0,154.71798706054688,2018-02-02,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
591,163.8800048828125,156.0,159.10000610351562,156.49000549316406,72738500.0,150.85240173339844,2018-02-05,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
592,163.72000122070312,154.0,154.8300018310547,163.02999877929688,68243800.0,157.15679931640625,2018-02-06,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
593,163.39999389648438,159.07000732421875,163.08999633789062,159.5399932861328,51608600.0,153.7925262451172,2018-02-07,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
594,161.0,155.02999877929688,160.2899932861328,155.14999389648438,54390500.0,149.5607147216797,2018-02-08,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
595,157.88999938964844,150.24000549316406,157.07000732421875,156.41000366210938,70672600.0,151.39004516601562,2018-02-09,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
596,163.88999938964844,157.50999450683594,158.5,162.7100067138672,60819500.0,157.4878387451172,2018-02-12,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
597,164.75,161.64999389648438,161.9499969482422,164.33999633789062,32549200.0,159.06553649902344,2018-02-13,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
598,167.5399932861328,162.8800048828125,163.0399932861328,167.3699951171875,40644900.0,161.99827575683594,2018-02-14,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
599,173.08999633789062,169.0,169.7899932861328,172.99000549316406,51147200.0,167.4379119873047,2018-02-15,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
600,174.82000732421875,171.77000427246094,172.36000061035156,172.42999267578125,40176100.0,166.8958740234375,2018-02-16,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
601,174.25999450683594,171.4199981689453,172.0500030517578,171.85000610351562,33930500.0,166.33450317382812,2018-02-20,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
602,174.1199951171875,171.00999450683594,172.8300018310547,171.07000732421875,37471600.0,165.57952880859375,2018-02-21,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
603,173.9499969482422,171.7100067138672,171.8000030517578,172.5,30991900.0,166.96363830566406,2018-02-22,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
604,175.64999389648438,173.5399932861328,173.6699981689453,175.5,33812400.0,169.86734008789062,2018-02-23,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
605,179.38999938964844,176.2100067138672,176.35000610351562,178.97000122070312,38162200.0,173.2259521484375,2018-02-26,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
606,180.47999572753906,178.16000366210938,179.10000610351562,178.38999938964844,38928100.0,172.66461181640625,2018-02-27,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
607,180.6199951171875,178.0500030517578,179.25999450683594,178.1199951171875,37782100.0,172.4032745361328,2018-02-28,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
608,179.77999877929688,172.66000366210938,178.5399932861328,175.0,48802000.0,169.38336181640625,2018-03-01,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
609,176.3000030517578,172.4499969482422,172.8000030517578,176.2100067138672,38454000.0,170.5545654296875,2018-03-02,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
610,177.74000549316406,174.52000427246094,175.2100067138672,176.82000732421875,28401400.0,171.14500427246094,2018-03-05,4.5408,0.672,2.5566,1.7488,1.1308,0.8717,0.2937,1.1308,0.3783,0.054,1.0768,0.0602,0.2591,-0.0047,0.8717,0.8717,34.5173,1.0338,21.2748,13.2425,0.7608,3.4445,9.798,1.1391,20.3012,1.8571,8.1302,1.8475,-0.0545,2.9286,11.2875,18.4757,12.432,5.8188,2.2632,8.9864,0.3146,5.5219,3.4445,9.8525,1.015,23.2298,8.9864,3.8598,13.1446,34.5173,7.6759,0.5233,-0.0836,-0.1339,-0.318,-0.0067,0.9237,-0.1769,-0.0549,0.8717,0.3414,0.8363,-0.2333,0.2354,-0.3365,-0.7092,-0.0236,0.6693,0.3202,0.2277,-0.2002,0.3414
